frame,pred_q,gt_q,pred_x1,pred_y1,pred_x2,pred_y2,gt_x1,gt_y1,gt_x2,gt_y2,coord_space
574,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
596,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
631,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
634,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
640,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
651,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
659,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
673,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
722,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
733,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
779,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
796,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
817,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
823,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
830,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
833,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
846,1,2,0.000000,0.000000,0.500000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
850,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
871,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
877,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
923,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
929,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
940,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
942,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
951,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
954,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
1086,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1094,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
1101,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1107,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
1154,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1160,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
1180,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1182,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
1192,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1228,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
1251,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1271,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
1273,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1290,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
1300,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1302,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1312,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1346,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
1352,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
1422,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1433,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1542,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1553,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1662,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1672,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1782,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1793,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1902,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
1913,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2022,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2031,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2142,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2154,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2255,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2256,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2261,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2272,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2382,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2392,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2502,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2513,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2543,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
2545,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2592,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
2596,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2622,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2632,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2742,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2751,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2854,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
2860,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2863,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2872,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
2910,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
2911,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2981,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
2992,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3056,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
3065,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3102,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3109,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3159,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
3173,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3214,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
3220,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3223,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
3234,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3266,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
3276,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3318,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
3329,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3341,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
3355,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3371,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
3383,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3425,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
3436,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3461,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3471,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3480,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
3488,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3507,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3508,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3529,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
3542,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3583,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3588,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3640,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
3645,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3695,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
3699,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3703,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3711,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3747,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
3751,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3822,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3831,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
3942,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
3952,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4019,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
4021,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
4062,4,2,0.500000,0.500000,1.000000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
4067,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4123,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4127,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
4129,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4132,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
4176,2,4,0.500000,0.000000,1.000000,0.500000,0.500000,0.500000,1.000000,1.000000,normalized
4180,3,2,0.000000,0.500000,0.500000,1.000000,0.500000,0.000000,1.000000,0.500000,normalized
4184,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4192,3,4,0.000000,0.500000,0.500000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4204,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4210,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4230,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4238,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4256,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4261,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4284,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4293,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4302,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4315,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4337,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4345,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4389,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4399,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4421,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4432,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4542,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4549,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4610,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4613,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4667,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4670,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4781,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4799,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4863,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4869,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4900,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4908,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4919,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4921,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4950,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
4951,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
4965,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
4974,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5016,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5021,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5027,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5030,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5040,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5044,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5053,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5056,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5068,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5078,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5120,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5128,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5141,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5154,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5173,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5181,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5218,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5234,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5254,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5270,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5274,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5284,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5340,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5363,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5384,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5389,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5395,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5405,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5414,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5424,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5433,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5437,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5455,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5464,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5501,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5518,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5556,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5572,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5585,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5588,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5612,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5633,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5639,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5647,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5658,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5663,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5676,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5677,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5710,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5713,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5742,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5765,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5790,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5794,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5811,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5814,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5839,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5846,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5861,4,4,0.500000,0.500000,1.000000,1.000000,0.500000,0.500000,1.000000,1.000000,normalized
5872,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5889,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5896,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5939,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
5950,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5982,4,3,0.500000,0.500000,1.000000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
5991,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
6042,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
6051,3,3,0.000000,0.500000,0.500000,1.000000,0.000000,0.500000,0.500000,1.000000,normalized
6093,2,2,0.500000,0.000000,1.000000,0.500000,0.500000,0.000000,1.000000,0.500000,normalized
